text,label
"jujur saya suka game nya tetapi game nya hanya bisa saya login Dengan menggunakan paket data jika saya login Dengan wifi malah muncul kesalahan internet padahal wifi saya lancar lancar saja, jika ini bug atau sejenisnya semoga cepat diperbaiki",negatif
gem ini jangan lupa tidk didownload,negatif
"ACT 13 chapter 8 masuk dalam perangkap, di stage ini aku sebagai Player level 80 power 700k masih tidak bisa menyelesaikan stage dengan waktu di bawah 120 detik dan terus sistem semi auto atau auto nya rusak parah",negatif
often buffer (loading) now!,negatif
"saran dari saya pak developer untuk backsound lobby nya di ganti "" tiap event apa musim lebih bagus biar gk bosan dengar backsound nya itu itu aja atau fitur baru kayak ganti ganti musik sendiri yg di sediakan developer lebih bagus. saran aja soalnya ini basic game yg mungkin membuat player lebih tertarik udah itu aja",positif
game gajelas wifi bagus lancar sinyal full masih aja koneksi terputus,negatif
aku tidak bisa login tolong perbaiki lgi🙏🏻,negatif
bisa dibuka,negatif
"tolong bug loading di perbaiki karena masalah jaringan terputus padahal jaringan sinyal saya masih aman dan baik-baik saja,tolong di perbaiki bug ini segera",negatif
Ini Game Apa Jirr😹,positif
kalau aku berhasil tamatan ini di level 100 aku harus tetap hadiah,positif
"teruntuk developer kenapa stuck loading terus yaa,saya sudah beli hp baru tetap aja stuck loading, padahal gamenya sudah bagus banget",positif
"This game is very hard to play even though the graphics are at their lowest level, but still, sometimes it stutters and lags and even almost crashes.",negatif
"gabisa login, alasan nya ngelag padahal lancar",negatif
game nya mantap banget,positif
pay to win,negatif
kenapa lgy ini min kalo pake jaringan Wifi ko tidak mau terbuka toling dong di perbaiki,positif
"berikan opsi grafik super smooth,, game ini terlalu brutal",netral
mantap,positif
tolong perbaiki lagi game nya soal nya ini game udah parah banget keluhan nya saya sampai kaget awalnya 4.5 jadi 3.0 tolong bales keluhan pemain nya devoloper game ini,positif
aku player baru maen nih game... stuck di awal game suruh gerakin tombol... apaan dah,negatif
busuk,negatif
"cukup bagus, tapi untuk loading kurang",negatif
"cacad ngelag parah blank terus , ga ka6a pertama rilis enak mainya swkarang malah makin rusak",positif
"aneh, gabisa login gara gara sinyal jelek, padahal login game lain+download game lain bagus sinyal nya tapi pas login ini game malah ada notif sinyal jelek. perbaiki lagi game nya jelek banget",negatif
Applikasi tidak bisa di Uninstal 😤,negatif
Game nya bug gk masuk 2 aneh tolong perbaiki gamenya 😭💀,negatif
saya sedang cicil download an tapi malah ke ulang aneh,positif
sangat mantappp🫰🫰,positif
Sering banget ngefreez pas lagi di dlm game,negatif
bug dalam game gak di tanggapi dengan cepat jadi nya gak bisa masuk kedalam game ini,netral
tolong di kurangi download data nya aku jadi harus nguras banyak penyimpanan data ku hapus tolong kurangi ya developer 🙏 saya mau main lagi ini game aku udh pernah main tapi pas aku mau main lagi malah makin banyak data nya tolong dengar kan keluhan tentang banyak menguras data penyimpanan nya 🙏 jika sudah di dengar dan di lakukan saya saya akan bikin bintang 5 tapi jangan lupa DM saya ya developer,negatif
game banyak bug login gimana mau main kalau selalu ada bug login seolah olah jaringan jelek padahal buka apk lain lancar ajaaa game sampahh,negatif
game paling banyak bug,negatif
"halo admin, untuk game nya bagus, karakter-karakternya juga, dan untuk masukan dari saya, perbanyak collaborasi dengan anime yg lain. omomg-omong, saya player lama hehe",positif
game bagus banget titik,positif
"untuk gemenya sih sudah berhasil banget yaa mewujudkan semua unsur solo leveling di dalamnya, namun yang bikin syok adalah update ini yaa mungkin karena udah banyak event event geme yang masuk namun ini bikin saya syok karena saya sempat jeda main geme ini sekitar 2 bulan lalu karena alasan perangkat mobile saya yang udah kurang mendukung nah pas saya sudah mempunyai perangkat mobile yang berspek tinggi saya akhirnya memainkan geme ini nah ini yang bikin saya kaget unduh datanya jadi naik darast",positif
lumayan bagus sih,positif
"updatenya gak NGOTAK,, bentar² update, tiap update sizenya mesti 8-10 Gb bikin males main, Uninstal aja lah!!",negatif
terlalu keren dan efeknya bagus,positif
"game nya sudah bagus, tinggal optimasi grafik dan gameplay saja, tolong bisa edit layout tombolnya dsn juga grafik suda sangat tinggi tapi masi kelistan sedikir buram",positif
gak kikir massehh 😜😜,positif
grafik emang harus di fix sih. sering patah² pdhl rata kiri. snapdragon 8 apa masih kurang kah? maen game sebelah segi grafik hampir sama setelan hampir rata kanan tp aman. jarang lag.,positif
"Menurut saya ada 1 hal yang membuat game ini terkesan boring,yaitu story tapi sistem per level yang membuat kita harus lompat dari satu level ke level lainnya itu harus loading dulu dan cukup lama,giliran pas battle nya terasa sebentar banget",positif
"Kesuluruhan game nya bagus,seru,dan menantang apalagi di mode misi rahasia,cuman ada yang menjadi masalah seperti bug masih banyak bug yang sedikit mengganggu,tolong dihapus bug"" yang mengganggu",positif
"Bagus Sih,cuma Ga Ngotak Download Patch Nya 10gb?,Hp Hp Kentang Mah Mana Kuat,Tolong Lah Buat Developer Solo leveling Untuk Di Perkecil Ukuran Data Nya,Gw Sebagai Pecinta Solo Leveling Demen Sih Ngeliat Atau Mainin Game Ini Untuk Grafik The Best,Tolong Di Perkecil ya 🙏🙏🙏🙏🙏",positif
game p2w,negatif
grafik bagus gameplay bagus optimasi untuk perangkat rendah juga bagus terharu hp kentang q bisa main game sebagus ini,positif
"bantu ramein 5 bintang cuy, gw gk mau game ny tutup, benerin bug ny min tolongggggggggg",positif
gamenya kaku dan masih banyak bug,negatif
gema seru sekali apalagi pas buka celana 🤩,positif
"Kebanyakan update, mana update besar besar juga ukurannya tapi gak ada yg menarik",negatif
Game kebanyakan update dengan data yang tidak sedikit,negatif
hilangkan timer di battle story agar lebih bisa menikmati permainan.cukup di battle of time aja yang ada timernya,positif
sudah diperbaikin dan gak lag lgi..skrg kok Ngelag lagi...,negatif
"kebanyakan bug nya, dan bah kan sekarang ga bisa login sama sekali, padahal jaringan bagus tapi malah ga bisa, tolong lebih di perbaikin lagi, gimana mau main dengan enak kalo selalu ada bug login",negatif
naikin lah rate char b3 nya jig,positif
"terlalu berat buat aplikasi nya. saya tau grafiknya bagus cuman sedikit peringan kenapa, buat chipset Snapdragon 7s gen2 juga pengen ngerasain grafik tinggi, jangankan tinggi grafik normal saja sudah berat / patah patah. kecewa sih mohon dong sedikit di peringan gamenya bagian grafik",negatif
.. sering lag terus,positif
setelah di update bukannya tambah bagus malah tambah kaya troll..!!!,negatif
"NETMARBLE itu studio bagus kan yaa, kenapa anda terlalu mementingkan game nya di PC terus? , kami yg punya android atau ios,kami juga ingin ngerasain gimana bermain game ini,tolong lah di perbaiki lagi untuk di hp², baru masuk tiba² layar blank hitam lah, force close, kalo emang ga niat buat ngasih untuk hp² jangan di rilis mas, mikirrr coba di pake otak nya!!",negatif
Good game,positif
game paling be the best mentol jiwa,positif
Minta perbaruan mulu,negatif
Game nya loading terus,netral
"game play nya seru, grafiknya bagus, sama aku suka jalan cerita nya pake manga gitu,tapi loading nya garai ngamuk mohon di perbaiki ya👍",positif
tolong perbaiki segera bug nya terlalu parahhhh,negatif
saya kasih b5 karna semoga ada perkembangan dalam gamenya,positif
bug muter mulu,positif
"game baik... kalau boleh saran pake musik yang dari anime nya dong yg dark aria, bagus tuh.. saran saya tolong di optimalkan lagi dong...",positif
yang bilang lag bug ram penuh HP lu ganti bukan game nya di salahin,positif
update terusss ni game gajelass,negatif
Game nya bagus sih cmn ga mendukung di device ku pdhal chipset ny gacor tolong perbaiki dan 1 lgi agak bosenin nih gw ksih b5 aja,positif
"game bagus, grafik bagus dan bisa disesuaikan ke device yg ada, grow up game karakter dll cukup menjanjikan, semoga bisa trus dan terus bagus",positif
"stack di mission peningkatan 2-8, sudah di kerjakan tapi tidak bisa melanjutkan. tolong di perbaiki, karena sangat tidak nyaman untuk melanjutkan bermain",negatif
woi bisa baru download itu mau login di permudahkan memuat jir lu kira nungguin ngk jenuh apa games peminatnya sedikit capek nungguin cok,negatif
"overall bagus dari segi story dan character comic akurat, but game playnya monoton, Lama-lama bosan juga, di tambah dengan bug yg banyak. dan sialnya dari keluarnya banner Thomas Andre mulai banyak cheater. oh come on kasih inovasi yg lebih lagi lah, semoga para devloper paham",positif
"apaan ini baru bikin akun baru udah download data 10.5 GB, terus gwe keluar apk bentar, lalu login lgi tiba2 disuruh unduh ulang lgi 10.5 aneh bug kah",negatif
TOLONG DONG SAYA DAPET FREIREN TAPI DAH LEVEL 100 ITEM FULL DEMAGE PAS DI COBA DEMAGENYA SLOW BENER DARI NYERANGNYA YANG LAMA DEMAGENYA JUGA RADA KECIL PERBAIKI DING SKILLNYA JUGA LASER API DEKET BENER JARAKNYA DEMAGENYA KECIL LAGI,positif
fraud,negatif
"min tolong perbaiki dong, aku sering kluar lagi main nih tiba"" kluar sendiri padahal hp ku yg lama aman"" aja skrg upgrade hp kok jadi gini🙏",netral
"game nya ok banget nih, dari segi game plays, history, grafik, farming, dan modenya. nih game banyak nih artefak bagus walau bikin pusing🗿. dan perlengkapan nya lengkap tapi minusnya kenapa tiap kali gw gaca selalu ampas kon""tak""🤓🗿🗿🤓.ini game kalo menurut gw kurangnya segi gacha dan dapetin bahan/item nya aduh nyusahin, gacha selalu pelit 🗿",positif
colab with DMC V please,positif
"dulu saya kasih bintang 5 karena bagus sekarang tiap tiap update sering error location data lah,java script error lah, reinstall terus lah",negatif
grafis nya suka eror ya padahal uda dari seting standart,netral
lumayan,positif
"Game nya bagus , cumaan yaa damage musuh di story nya gk ngotak ,daya tempur tim gw 400k , sedangkan musuh nya 200k , eehh malah tetep kalah , game kocak , di anime nya OP parah eeeh di game jadi BADUT, lawan monster berkuda aja gk bisa kan BADUT",negatif
next one puch man,positif
Size download data habis update ngotak lah😑,netral
update terlalu besar,negatif
The games Good But why is there a certain character named Checkmate I'm kinda worried about something I think this game got hijacked by someone we protect the reputation for now,netral
sya memberi bintang 1 karna sya pas sudh download game nya sya mau login tapi tidak bisa tolong di perbaiki lagi.,negatif
"udah bener bisa dimainin gamenya, eh malah update jadi gak bisa maen lagi dah gara gara penyimpanannya kurang😹",negatif
kalau bisa dioptimalkan lagi untuk pengguna android,netral
jelek banyak bug,negatif
"pada saat download konten hanya butuh 10 gb ,setelah selesai ternyata perlu download lagi 23 gb , ga ngotak",negatif
ditinggal bentar udah collab sama fierren aja ni game nyesel sempat hapus😭,negatif
colab Ama anime ternama... Ngapa bro one piece nanatsu bleach Naruto one punch man assassin,positif
game bodoh!!!!!!!!! ¡!! ¡¡!!!!!!!!!!!! ¡¡!!!!,negatif
kenapa ga bisa dibuka,negatif
game penghancur Ram setiap update 3 GB 😅,negatif
gak login beberapa jam malah di suruh download data ulang anjirrr lah,negatif
game anime the best yg pernah ku mainin,positif
"tolong kualitas gamenya agak ditingkatkan, karena fps saya selalu drop padahal saat di game sebelah selalu lancar dan mungkin bisa ditambahkan PVP mode",netral
"game anj ah, cuma 1 bulan doang gk login pas login lagi malah jadi anggota di guild, padahal gua yg buat guild malah di ambil alih orang lain, mau di ambil alih lagi guild ku gk bisa game gak jelas kukasih ⭐-9999. fitur guild gak jelas update ulang aja dah",negatif
kenapa pas update gamenya gak bisah Mauk padahal udah 100%,negatif
I can't get into the game ?,positif
selalu berikan event yg bagus,positif
😇,positif
Sayan pens SJW saya main ini game hampir setiap hari walau cuman menjalankan misi harian dan menunggu setiap reset,positif
coba download karena frieren ntar kalo bagus nambah,positif
GAME BABI,negatif
aman aja,positif
"hadeeh, cuman update doang, tiba² download data lagi dari awal, kocak ni game. pantes banyak kasih bintang 1,2,dan 3.",negatif
"saya bermain game ini awal rilis dan 2 minggu perilisannya di mobile,tapi setelah update ini,poin reputasi saya ngebug, tolonglah di perbaiki,89 seharusnya tapi malah jadi 81,battle clas saya juga,seharusnya 79 tapi malah 74,tapi power saya gak turun, ini bug tolong di perbaiki,terimakasih:)",positif
Udah mulai enak mainnya,positif
😊😊,positif
"GG dan visual dewa, juga di hp gw aman aman aja nggk tau kenapa di orang lain responnya jelek semua hp ny kentang mungkin.",positif
Game ini bagus juga dilihat lihat mntp lh game ini TPI sung jinwoo itu gw ya 😑,positif
game taii,negatif
gamee sangat seruu bgtttt,positif
astaga tolong dong game nya di benerin lama banget loading muat data up penyimpanan ga ngotak banget serius lama banget delay2 kmrin lalu ga login satu kali nya login donlod data nya ga ngotak tembus 4jam sekarang update lgii colab busett ga sangup banget cok colab sama sebelah carakter nyaa ga seberapa kan setelah update ga bagus2 malah banyak banget bug nya. untuk sekarang udah gw uninstall sii tapi tolong lah benerin lagi biar bisa comeback,negatif
"please Netmarble habis update kok malah ngelag parah, padahal chipset hp ku udah tinggi... aku kasih bintang 5 lagi kalo sudah di perbaiki",negatif
"update 1.5 sangat bagus, hadiah melimpah, cuma masih kurang stabil permainanya, sering lost connect, padahal sinyal & jaringanya bagus. semoga segera diperbaiki / ditingkatkan, agar pemain lebih nyaman saat bermain",positif
"Tolong otimalkan dan perbaiki bugnya, new update new bug. great!",negatif
"ini knp banyak banget ya download nya, mau main aja harus download 10 gb lagi mana lama banget",negatif
"GAME NYA NGEBOSENIN SOALNYA TIDAK BISA MABAR, COBA KASI FITUR CO OP REAL TIME KALAU NGGA ADA BIKIN NGEBOSENIN MANA DOWNLOAD DATA NYA GEDE LAGI",negatif
nice free stuff,positif
"mantep seruu habisss semogah kedepan,nya semakin bagus dan lancar",positif
gamenya bayar bayar dan bayar...sampe sampe gate di kurangin klu mau ambil bayar..slot kunci mesti masuk bayar member..,negatif
